"element"	"state"	"cell"
"469"	"chr7,86295200,Thira,1"	"active"	"19"
"470"	"chr4,43716210,Ithaki,0"	"inactive"	"20"
"471"	"chr4,43726115,Samothraki,0"	"inactive"	"20"
"472"	"chr4,43823984,Makronisos,0"	"inactive"	"20"
"473"	"chr14,52548102,H,0"	"active"	"20"
"474"	"chr14,54285038,Agistri,0"	"active"	"20"
"475"	"chr14,54304274,Salamina,0"	"active"	"20"
"476"	"chr10,130098702,Kithira,0"	"inactive"	"21"
"477"	"chr7,86295200,Thira,1"	"inactive"	"21"
"478"	"chr14,50758873,Lesvos,0"	"active"	"21"
"479"	"chr14,52548102,H,0"	"active"	"21"
"480"	"chr2,90414460,Paros,1"	"inactive"	"24"
"481"	"chr2,111727008,Evia,1"	"inactive"	"24"
"482"	"chr2,111790066,Antiparos,1"	"inactive"	"24"
"483"	"chr6,42576866,Anafi,0"	"inactive"	"24"
"484"	"chr6,42869928,Sfaktiria,0"	"inactive"	"24"
"485"	"chr9,19651318,Donousa,0"	"inactive"	"24"
"486"	"chr14,50758873,Lesvos,0"	"active"	"24"
"487"	"chr14,52548102,H,0"	"active"	"24"
"488"	"chr14,54285038,Agistri,0"	"active"	"24"
"489"	"chr14,54304274,Salamina,0"	"active"	"24"
"490"	"chr15,98263558,Paxi,0"	"active"	"24"
"491"	"chr3,97491365,Folegandros,0"	"active"	"24"
"492"	"chr14,50758873,Lesvos,0"	"inactive"	"27"
"493"	"chr17,37544209,Tilos,0"	"inactive"	"27"
"494"	"chr6,42576866,Anafi,1"	"inactive"	"27"
"495"	"chr6,42869928,Sfaktiria,1"	"inactive"	"27"
"496"	"chr7,108797663,Ios,1"	"inactive"	"27"
"497"	"chr9,19651318,Donousa,1"	"inactive"	"27"
"498"	"chr9,37687840,Kimolos,1"	"inactive"	"27"
"499"	"chr9,39952214,Psara,1"	"inactive"	"27"
"500"	"chr10,128978954,Poros,0"	"active"	"27"
"501"	"chr11,58739310,Souda,1"	"active"	"27"
"502"	"chr11,58810944,Andros,1"	"active"	"27"
"503"	"chr14,52548102,H,0"	"active"	"27"
"504"	"chr15,98263558,Paxi,0"	"active"	"27"
"505"	"chr7,6545373,Kefallonia,1"	"active"	"27"
"506"	"chr7,6650058,Amorgos,1"	"active"	"27"
"507"	"chr11,50999358,Symi,0"	"inactive"	"31"
"508"	"chr7,99730118,Patmos,0"	"inactive"	"31"
"509"	"chr7,99788064,Ikaria,0"	"inactive"	"31"
"510"	"chr7,108797663,Ios,1"	"inactive"	"31"
"511"	"chr7,140187230,Fourni,1"	"inactive"	"31"
"512"	"chr9,19651318,Donousa,1"	"inactive"	"31"
"513"	"chr9,37687840,Kimolos,1"	"inactive"	"31"
"514"	"chr9,39952214,Psara,1"	"inactive"	"31"
"515"	"chr14,52548102,H,0"	"active"	"31"
"516"	"chr16,3781465,Kastelorizo,0"	"active"	"31"
"517"	"chr16,58957158,Gavdos,0"	"active"	"31"
"518"	"chr2,37128089,Lipsi,1"	"active"	"31"
"519"	"chr2,111727008,Evia,1"	"active"	"31"
"520"	"chr2,111790066,Antiparos,1"	"active"	"31"
"521"	"chr2,112200848,Zakynthos,1"	"active"	"31"
"522"	"chr9,37687840,Kimolos,0"	"active"	"31"
"523"	"chr11,49575570,Skyros,0"	"inactive"	"34"
"524"	"chr11,58739310,Souda,0"	"inactive"	"34"
"525"	"chr11,58810944,Andros,0"	"inactive"	"34"
"526"	"chr11,59576044,Delos,0"	"inactive"	"34"
"527"	"chr14,50758873,Lesvos,1"	"inactive"	"34"
"528"	"chr14,54285038,Agistri,1"	"inactive"	"34"
"529"	"chr14,54304274,Salamina,1"	"inactive"	"34"
"530"	"chr7,102513116,Milos,1"	"inactive"	"34"
"531"	"chr7,102673445,Pontikonisi,1"	"inactive"	"34"
"532"	"chr10,128978954,Poros,1"	"active"	"34"
"533"	"chr14,52548102,H,0"	"active"	"34"
"534"	"chr2,90414460,Paros,0"	"active"	"34"
"535"	"chr2,111727008,Evia,0"	"active"	"34"
"536"	"chr2,111790066,Antiparos,0"	"active"	"34"
"537"	"chr2,112200848,Zakynthos,0"	"active"	"34"
"538"	"chr4,118642412,Nimos,0"	"active"	"34"
"539"	"chr4,118658778,Mykonos,0"	"active"	"34"
"540"	"chr4,118729616,Leros,0"	"active"	"34"
"541"	"chr9,39952214,Psara,1"	"active"	"34"
"542"	"chr1,173190736,Kea,1"	"inactive"	"35"
"543"	"chr1,173212360,Kythnos,1"	"inactive"	"35"
"544"	"chr1,173265900,Serifos,1"	"inactive"	"35"
"545"	"chr1,174036149,Astypalea,1"	"inactive"	"35"
"546"	"chr1,174342694,Santorini,1"	"inactive"	"35"
"547"	"chr11,50999358,Symi,1"	"active"	"35"
"548"	"chr11,58739310,Souda,1"	"active"	"35"
"549"	"chr11,58810944,Andros,1"	"active"	"35"
"550"	"chr14,52548102,H,0"	"active"	"35"
"551"	"chr7,108797663,Ios,0"	"active"	"35"
"552"	"chr14,50758873,Lesvos,0"	"inactive"	"37"
"553"	"chr19,12831017,Rho,1"	"inactive"	"37"
"554"	"chr19,12831017,Rho,0"	"inactive"	"37"
"555"	"chr9,37687840,Kimolos,1"	"inactive"	"37"
"556"	"chr10,78618146,Aigina,1"	"active"	"37"
"557"	"chr2,37128089,Lipsi,0"	"active"	"37"
"558"	"chr2,90414460,Paros,1"	"active"	"37"
"559"	"chr6,116614138,Kalymnos,0"	"active"	"37"
"560"	"chr13,21341290,Tils,0"	"inactive"	"38"
"561"	"chr13,21343730,Halki,0"	"inactive"	"38"
"562"	"chr10,78618146,Aigina,1"	"active"	"38"
"563"	"chr14,52548102,H,0"	"active"	"38"
"564"	"chr11,58739310,Souda,0"	"inactive"	"41"
"565"	"chr17,37544209,Tilos,1"	"inactive"	"41"
"566"	"chr19,14090659,Oinouses,0"	"inactive"	"41"
"567"	"chr19,14096517,Tinos,0"	"inactive"	"41"
"568"	"chr7,102513116,Milos,1"	"inactive"	"41"
"569"	"chr7,102673445,Pontikonisi,1"	"inactive"	"41"
"570"	"chr10,128978954,Poros,1"	"active"	"41"
"571"	"chr13,21341290,Tils,1"	"active"	"41"
"572"	"chr13,21343730,Halki,1"	"active"	"41"
"573"	"chr13,65163423,Agathonisi,1"	"active"	"41"
"574"	"chr14,50758873,Lesvos,0"	"active"	"41"
"575"	"chr14,52548102,H,0"	"active"	"41"
"576"	"chr11,74036298,Crete,0"	"inactive"	"46"
"577"	"chr19,14090659,Oinouses,0"	"inactive"	"46"
"578"	"chr19,14096517,Tinos,0"	"inactive"	"46"
"579"	"chr14,50758873,Lesvos,0"	"active"	"46"
"580"	"chr14,52548102,H,0"	"active"	"46"
"581"	"chr7,140187230,Fourni,0"	"active"	"46"
"582"	"chr14,54285038,Agistri,1"	"inactive"	"49"
"583"	"chr14,54304274,Salamina,1"	"inactive"	"49"
"584"	"chr2,111727008,Evia,1"	"inactive"	"49"
"585"	"chr2,111790066,Antiparos,1"	"inactive"	"49"
"586"	"chr7,140187230,Fourni,1"	"inactive"	"49"
"587"	"chr9,37687840,Kimolos,1"	"inactive"	"49"
"588"	"chr9,39952214,Psara,1"	"inactive"	"49"
"589"	"chr14,50758873,Lesvos,0"	"active"	"49"
"590"	"chr14,52548102,H,0"	"active"	"49"
"591"	"chr14,54285038,Agistri,0"	"active"	"49"
"592"	"chr14,54304274,Salamina,0"	"active"	"49"
"593"	"chr15,98263558,Paxi,1"	"active"	"49"
"594"	"chr16,3781465,Kastelorizo,1"	"active"	"49"
"595"	"chr7,6545373,Kefallonia,1"	"active"	"49"
"596"	"chr7,6650058,Amorgos,1"	"active"	"49"
"597"	"chr9,19651318,Donousa,1"	"active"	"49"
"598"	"chr2,111727008,Evia,0"	"inactive"	"52"
"599"	"chr2,112200848,Zakynthos,0"	"inactive"	"52"
"600"	"chr14,52548102,H,0"	"active"	"52"
"601"	"chr7,140187230,Fourni,0"	"active"	"52"
"602"	"chr1,173190736,Kea,0"	"inactive"	"55"
"603"	"chr1,173212360,Kythnos,0"	"inactive"	"55"
"604"	"chr1,173265900,Serifos,0"	"inactive"	"55"
"605"	"chr1,174036149,Astypalea,0"	"inactive"	"55"
"606"	"chr1,174342694,Santorini,0"	"inactive"	"55"
"607"	"chr13,21341290,Tils,0"	"active"	"55"
"608"	"chr13,21343730,Halki,0"	"active"	"55"
"609"	"chr14,52548102,H,0"	"active"	"55"
"610"	"chr14,54285038,Agistri,0"	"active"	"55"
"611"	"chr14,54304274,Salamina,0"	"active"	"55"
"612"	"chr14,54285038,Agistri,1"	"inactive"	"56"
"613"	"chr14,54304274,Salamina,1"	"inactive"	"56"
"614"	"chr14,50758873,Lesvos,0"	"active"	"56"
"615"	"chr14,52548102,H,0"	"active"	"56"
"616"	"chr19,14090659,Oinouses,1"	"inactive"	"57"
"617"	"chr19,14096517,Tinos,1"	"inactive"	"57"
"618"	"chr2,90414460,Paros,1"	"inactive"	"57"
"619"	"chr2,111727008,Evia,1"	"inactive"	"57"
"620"	"chr2,111790066,Antiparos,1"	"inactive"	"57"
"621"	"chr2,112200848,Zakynthos,1"	"inactive"	"57"
"622"	"chr6,42576866,Anafi,0"	"inactive"	"57"
"623"	"chr6,42869928,Sfaktiria,1"	"inactive"	"57"
"624"	"chr6,42869928,Sfaktiria,0"	"inactive"	"57"
"625"	"chr7,108797663,Ios,0"	"inactive"	"57"
"626"	"chr9,19651318,Donousa,0"	"inactive"	"57"
"627"	"chr10,128978954,Poros,0"	"active"	"57"
"628"	"chr14,50758873,Lesvos,0"	"active"	"57"
"629"	"chr14,52548102,H,0"	"active"	"57"
"630"	"chr14,54285038,Agistri,0"	"active"	"57"
"631"	"chr14,54304274,Salamina,0"	"active"	"57"
"632"	"chr2,37128089,Lipsi,0"	"active"	"57"
"633"	"chr2,90414460,Paros,0"	"active"	"57"
"634"	"chr2,111727008,Evia,0"	"active"	"57"
"635"	"chr2,111790066,Antiparos,0"	"active"	"57"
"636"	"chr2,112200848,Zakynthos,0"	"active"	"57"
"637"	"chr7,140187230,Fourni,1"	"active"	"57"
"638"	"chr1,92546156,Rhodes,0"	"inactive"	"59"
"639"	"chr2,90414460,Paros,0"	"inactive"	"59"
"640"	"chr2,112200848,Zakynthos,0"	"inactive"	"59"
"641"	"chr7,86295200,Thira,1"	"inactive"	"59"
"642"	"chr7,102673445,Pontikonisi,0"	"inactive"	"59"
"643"	"chr7,108797663,Ios,0"	"inactive"	"59"
"644"	"chr10,128978954,Poros,0"	"active"	"59"
"645"	"chr10,130098702,Kithira,0"	"active"	"59"
"646"	"chr11,74036298,Crete,0"	"active"	"59"
"647"	"chr14,50758873,Lesvos,0"	"active"	"59"
"648"	"chr14,52548102,H,0"	"active"	"59"
"649"	"chr15,98263558,Paxi,1"	"active"	"59"
"650"	"chr15,98263558,Paxi,0"	"active"	"59"
"651"	"chr19,12831017,Rho,0"	"active"	"59"
"652"	"chr11,49575570,Skyros,1"	"inactive"	"63"
"653"	"chr19,12831017,Rho,1"	"inactive"	"63"
"654"	"chr19,14090659,Oinouses,1"	"inactive"	"63"
"655"	"chr19,14096517,Tinos,1"	"inactive"	"63"
"656"	"chr6,42576866,Anafi,0"	"inactive"	"63"
"657"	"chr6,42869928,Sfaktiria,0"	"inactive"	"63"
"658"	"chr13,21341290,Tils,0"	"active"	"63"
"659"	"chr13,21343730,Halki,0"	"active"	"63"
"660"	"chr14,50758873,Lesvos,0"	"active"	"63"
"661"	"chr14,52548102,H,0"	"active"	"63"
"662"	"chr14,54285038,Agistri,0"	"active"	"63"
"663"	"chr14,54304274,Salamina,0"	"active"	"63"
"664"	"chr16,58957158,Gavdos,1"	"active"	"63"
"665"	"chr6,42576866,Anafi,1"	"active"	"63"
"666"	"chr17,37544209,Tilos,0"	"inactive"	"64"
"667"	"chr4,118642412,Nimos,1"	"inactive"	"64"
"668"	"chr4,118642412,Nimos,0"	"inactive"	"64"
"669"	"chr4,118658778,Mykonos,1"	"inactive"	"64"
"670"	"chr4,118658778,Mykonos,0"	"inactive"	"64"
"671"	"chr4,118729616,Leros,1"	"inactive"	"64"
"672"	"chr4,118729616,Leros,0"	"inactive"	"64"
"673"	"chr9,19651318,Donousa,0"	"inactive"	"64"
"674"	"chr10,128978954,Poros,0"	"active"	"64"
"675"	"chr10,130098702,Kithira,0"	"active"	"64"
"676"	"chr11,58739310,Souda,1"	"active"	"64"
"677"	"chr11,58810944,Andros,1"	"active"	"64"
"678"	"chr11,74036298,Crete,1"	"active"	"64"
"679"	"chr14,50758873,Lesvos,0"	"active"	"64"
"680"	"chr14,52548102,H,0"	"active"	"64"
"681"	"chr6,42869928,Sfaktiria,0"	"active"	"64"
"682"	"chr6,116614138,Kalymnos,0"	"inactive"	"7"
"683"	"chr14,52548102,H,0"	"active"	"7"
"684"	"chr11,58810944,Andros,1"	"inactive"	"73"
"685"	"chr11,74036298,Crete,1"	"inactive"	"73"
"686"	"chr14,50758873,Lesvos,1"	"inactive"	"73"
"687"	"chr2,37128089,Lipsi,1"	"inactive"	"73"
"688"	"chr4,118642412,Nimos,1"	"inactive"	"73"
"689"	"chr4,118658778,Mykonos,1"	"inactive"	"73"
"690"	"chr4,118729616,Leros,1"	"inactive"	"73"
"691"	"chr9,37687840,Kimolos,0"	"inactive"	"73"
"692"	"chr9,39952214,Psara,0"	"inactive"	"73"
"693"	"chr10,78618146,Aigina,0"	"active"	"73"
"694"	"chr10,128978954,Poros,0"	"active"	"73"
"695"	"chr10,130098702,Kithira,0"	"active"	"73"
"696"	"chr14,50758873,Lesvos,0"	"active"	"73"
"697"	"chr14,52548102,H,0"	"active"	"73"
"698"	"chr7,102673445,Pontikonisi,1"	"active"	"73"
"699"	"chr7,108797663,Ios,1"	"active"	"73"
"700"	"chr7,140187230,Fourni,1"	"active"	"73"
"701"	"chr19,12831017,Rho,0"	"inactive"	"77"
"702"	"chr2,37128089,Lipsi,1"	"inactive"	"77"
"703"	"chr2,90414460,Paros,1"	"inactive"	"77"
"704"	"chr4,118642412,Nimos,1"	"inactive"	"77"
"705"	"chr4,118658778,Mykonos,1"	"inactive"	"77"
"706"	"chr4,118729616,Leros,1"	"inactive"	"77"
"707"	"chr11,50999358,Symi,0"	"active"	"77"
"708"	"chr14,50758873,Lesvos,0"	"active"	"77"
"709"	"chr14,52548102,H,0"	"active"	"77"
"710"	"chr14,54285038,Agistri,0"	"active"	"77"
"711"	"chr14,54304274,Salamina,0"	"active"	"77"
"712"	"chr7,140187230,Fourni,1"	"active"	"77"
"713"	"chr1,173190736,Kea,1"	"inactive"	"82"
"714"	"chr1,173212360,Kythnos,1"	"inactive"	"82"
"715"	"chr1,173265900,Serifos,1"	"inactive"	"82"
"716"	"chr1,174342694,Santorini,1"	"inactive"	"82"
"717"	"chr14,54285038,Agistri,0"	"inactive"	"82"
"718"	"chr14,54304274,Salamina,0"	"inactive"	"82"
"719"	"chr19,12831017,Rho,0"	"inactive"	"82"
"720"	"chr1,92546156,Rhodes,1"	"active"	"82"
"721"	"chr10,128978954,Poros,1"	"active"	"82"
"722"	"chr10,130098702,Kithira,1"	"active"	"82"
"723"	"chr11,49575570,Skyros,1"	"active"	"82"
"724"	"chr11,50999358,Symi,1"	"active"	"82"
"725"	"chr14,52548102,H,0"	"active"	"82"
"726"	"chr17,37544209,Tilos,0"	"active"	"82"
"727"	"chr19,14090659,Oinouses,0"	"inactive"	"88"
"728"	"chr19,14096517,Tinos,0"	"inactive"	"88"
"729"	"chr10,130098702,Kithira,1"	"active"	"88"
"730"	"chr14,52548102,H,0"	"active"	"88"
"731"	"chr13,21341290,Tils,1"	"inactive"	"9"
"732"	"chr13,21341290,Tils,0"	"inactive"	"9"
"733"	"chr13,21343730,Halki,1"	"inactive"	"9"
"734"	"chr13,21343730,Halki,0"	"inactive"	"9"
"735"	"chr14,50758873,Lesvos,0"	"active"	"9"
"736"	"chr14,52548102,H,0"	"active"	"9"
"737"	"chr14,54285038,Agistri,0"	"active"	"9"
"738"	"chr14,54304274,Salamina,0"	"active"	"9"
"739"	"chr11,49575570,Skyros,1"	"inactive"	"91"
"740"	"chr11,50999358,Symi,1"	"inactive"	"91"
"741"	"chr11,74036298,Crete,1"	"inactive"	"91"
"742"	"chr14,52548102,H,0"	"active"	"91"
"743"	"chr7,6545373,Kefallonia,1"	"active"	"91"
"744"	"chr7,6650058,Amorgos,1"	"active"	"91"
