"element"	"state"	"cell"
"463"	"chr7,102673445,Pontikonisi,0"	"active"	"32"
"464"	"chr9,37687840,Kimolos,1"	"active"	"32"
"465"	"chr11,58739310,Souda,0"	"inactive"	"33"
"466"	"chr11,58810944,Andros,0"	"inactive"	"33"
"467"	"chr11,59576044,Delos,0"	"inactive"	"33"
"468"	"chr2,90414460,Paros,0"	"inactive"	"33"
"469"	"chr19,12831017,Rho,0"	"active"	"33"
"470"	"chr7,6545373,Kefallonia,0"	"active"	"33"
"471"	"chr7,108797663,Ios,0"	"active"	"33"
"472"	"chr9,19651318,Donousa,0"	"active"	"33"
"473"	"chr10,78618146,Aigina,0"	"inactive"	"35"
"474"	"chr10,128978954,Poros,0"	"inactive"	"35"
"475"	"chr10,130098702,Kithira,0"	"inactive"	"35"
"476"	"chr11,49575570,Skyros,1"	"inactive"	"35"
"477"	"chr13,65163423,Agathonisi,1"	"inactive"	"35"
"478"	"chr7,6545373,Kefallonia,0"	"active"	"35"
"479"	"chr7,6650058,Amorgos,0"	"active"	"35"
"480"	"chr7,102513116,Milos,0"	"active"	"35"
"481"	"chr7,108797663,Ios,0"	"active"	"35"
"482"	"chr7,140187230,Fourni,0"	"active"	"35"
"483"	"chr10,130098702,Kithira,1"	"inactive"	"38"
"484"	"chr11,58739310,Souda,1"	"inactive"	"38"
"485"	"chr11,58810944,Andros,1"	"inactive"	"38"
"486"	"chr11,59576044,Delos,1"	"inactive"	"38"
"487"	"chr11,74036298,Crete,1"	"inactive"	"38"
"488"	"chr19,12831017,Rho,0"	"inactive"	"38"
"489"	"chr10,78618146,Aigina,0"	"active"	"38"
"490"	"chr10,130098702,Kithira,0"	"active"	"38"
"491"	"chr2,111727008,Evia,1"	"active"	"38"
"492"	"chr2,111790066,Antiparos,1"	"active"	"38"
"493"	"chr2,112200848,Zakynthos,1"	"active"	"38"
"494"	"chr7,108797663,Ios,0"	"active"	"38"
"495"	"chr2,90414460,Paros,0"	"inactive"	"4"
"496"	"chr7,108797663,Ios,0"	"active"	"4"
"497"	"chr4,43716210,Ithaki,0"	"inactive"	"40"
"498"	"chr4,43726115,Samothraki,0"	"inactive"	"40"
"499"	"chr4,43823984,Makronisos,0"	"inactive"	"40"
"500"	"chr4,118642412,Nimos,0"	"inactive"	"40"
"501"	"chr4,118658778,Mykonos,0"	"inactive"	"40"
"502"	"chr4,118729616,Leros,0"	"inactive"	"40"
"503"	"chr10,128978954,Poros,0"	"active"	"40"
"504"	"chr10,130098702,Kithira,0"	"active"	"40"
"505"	"chr16,3781465,Kastelorizo,1"	"active"	"40"
"506"	"chr16,3781465,Kastelorizo,0"	"active"	"40"
"507"	"chr19,12831017,Rho,1"	"active"	"40"
"508"	"chr7,108797663,Ios,0"	"active"	"40"
"509"	"chr2,111727008,Evia,1"	"inactive"	"41"
"510"	"chr2,111790066,Antiparos,1"	"inactive"	"41"
"511"	"chr2,112200848,Zakynthos,1"	"inactive"	"41"
"512"	"chr7,86295200,Thira,0"	"active"	"41"
"513"	"chr7,102513116,Milos,0"	"active"	"41"
"514"	"chr7,108797663,Ios,0"	"active"	"41"
"515"	"chr1,173190736,Kea,0"	"inactive"	"43"
"516"	"chr1,173212360,Kythnos,0"	"inactive"	"43"
"517"	"chr1,173265900,Serifos,0"	"inactive"	"43"
"518"	"chr1,174036149,Astypalea,0"	"inactive"	"43"
"519"	"chr1,174342694,Santorini,0"	"inactive"	"43"
"520"	"chr3,97491365,Folegandros,0"	"active"	"43"
"521"	"chr7,102513116,Milos,0"	"active"	"43"
"522"	"chr7,108797663,Ios,0"	"active"	"43"
"523"	"chr7,140187230,Fourni,0"	"active"	"43"
"524"	"chr9,39952214,Psara,0"	"active"	"43"
"525"	"chr11,50999358,Symi,0"	"inactive"	"45"
"526"	"chr11,58739310,Souda,0"	"inactive"	"45"
"527"	"chr11,58810944,Andros,0"	"inactive"	"45"
"528"	"chr11,59576044,Delos,0"	"inactive"	"45"
"529"	"chr11,74036298,Crete,0"	"inactive"	"45"
"530"	"chr15,98263558,Paxi,0"	"inactive"	"45"
"531"	"chr10,78618146,Aigina,0"	"active"	"45"
"532"	"chr10,128978954,Poros,0"	"active"	"45"
"533"	"chr7,6545373,Kefallonia,0"	"active"	"45"
"534"	"chr7,6650058,Amorgos,0"	"active"	"45"
"535"	"chr7,99730118,Patmos,0"	"active"	"45"
"536"	"chr7,99788064,Ikaria,0"	"active"	"45"
"537"	"chr7,102513116,Milos,0"	"active"	"45"
"538"	"chr7,102673445,Pontikonisi,0"	"active"	"45"
"539"	"chr7,108797663,Ios,0"	"active"	"45"
"540"	"chr7,140187230,Fourni,0"	"active"	"45"
"541"	"chr10,78618146,Aigina,1"	"inactive"	"46"
"542"	"chr14,50758873,Lesvos,1"	"inactive"	"46"
"543"	"chr16,3781465,Kastelorizo,0"	"inactive"	"46"
"544"	"chr19,12831017,Rho,1"	"inactive"	"46"
"545"	"chr1,92546156,Rhodes,0"	"active"	"46"
"546"	"chr14,52548102,H,1"	"active"	"46"
"547"	"chr15,98263558,Paxi,0"	"active"	"46"
"548"	"chr7,108797663,Ios,0"	"active"	"46"
"549"	"chr1,92546156,Rhodes,1"	"inactive"	"47"
"550"	"chr1,173190736,Kea,1"	"inactive"	"47"
"551"	"chr1,173212360,Kythnos,1"	"inactive"	"47"
"552"	"chr1,173265900,Serifos,1"	"inactive"	"47"
"553"	"chr1,174036149,Astypalea,1"	"inactive"	"47"
"554"	"chr1,174342694,Santorini,1"	"inactive"	"47"
"555"	"chr11,87897263,Naxos,1"	"inactive"	"47"
"556"	"chr11,87907305,Kasos,1"	"inactive"	"47"
"557"	"chr11,87937384,Sifnos,1"	"inactive"	"47"
"558"	"chr6,116614138,Kalymnos,0"	"inactive"	"47"
"559"	"chr2,90414460,Paros,0"	"active"	"47"
"560"	"chr2,111727008,Evia,0"	"active"	"47"
"561"	"chr2,111790066,Antiparos,0"	"active"	"47"
"562"	"chr2,112200848,Zakynthos,0"	"active"	"47"
"563"	"chr7,86295200,Thira,1"	"active"	"47"
"564"	"chr7,86295200,Thira,0"	"active"	"47"
"565"	"chr7,99730118,Patmos,0"	"active"	"47"
"566"	"chr7,99788064,Ikaria,0"	"active"	"47"
"567"	"chr7,102513116,Milos,0"	"active"	"47"
"568"	"chr7,108797663,Ios,0"	"active"	"47"
"569"	"chr1,174036149,Astypalea,1"	"inactive"	"48"
"570"	"chr1,174342694,Santorini,1"	"inactive"	"48"
"571"	"chr10,78618146,Aigina,0"	"inactive"	"48"
"572"	"chr16,3781465,Kastelorizo,0"	"inactive"	"48"
"573"	"chr6,42869928,Sfaktiria,1"	"inactive"	"48"
"574"	"chr7,140187230,Fourni,0"	"inactive"	"48"
"575"	"chr1,173190736,Kea,1"	"active"	"48"
"576"	"chr1,173212360,Kythnos,1"	"active"	"48"
"577"	"chr1,173265900,Serifos,1"	"active"	"48"
"578"	"chr11,74036298,Crete,0"	"active"	"48"
"579"	"chr3,97491365,Folegandros,0"	"active"	"48"
"580"	"chr7,108797663,Ios,0"	"active"	"48"
"581"	"chr9,19651318,Donousa,0"	"active"	"48"
"582"	"chr11,87897263,Naxos,1"	"inactive"	"49"
"583"	"chr11,87907305,Kasos,1"	"inactive"	"49"
"584"	"chr11,87937384,Sifnos,1"	"inactive"	"49"
"585"	"chr6,116614138,Kalymnos,0"	"inactive"	"49"
"586"	"chr14,50758873,Lesvos,0"	"active"	"49"
"587"	"chr7,6545373,Kefallonia,1"	"active"	"49"
"588"	"chr7,6650058,Amorgos,1"	"active"	"49"
"589"	"chr7,108797663,Ios,0"	"active"	"49"
"590"	"chr1,173190736,Kea,0"	"inactive"	"50"
"591"	"chr1,173212360,Kythnos,0"	"inactive"	"50"
"592"	"chr1,173265900,Serifos,0"	"inactive"	"50"
"593"	"chr1,174036149,Astypalea,0"	"inactive"	"50"
"594"	"chr1,174342694,Santorini,0"	"inactive"	"50"
"595"	"chr10,130098702,Kithira,0"	"active"	"50"
"596"	"chr7,86295200,Thira,0"	"active"	"50"
"597"	"chr7,102513116,Milos,0"	"active"	"50"
"598"	"chr7,102673445,Pontikonisi,0"	"active"	"50"
"599"	"chr7,108797663,Ios,0"	"active"	"50"
"600"	"chr10,128978954,Poros,0"	"inactive"	"51"
"601"	"chr10,130098702,Kithira,0"	"inactive"	"51"
"602"	"chr2,90414460,Paros,1"	"inactive"	"51"
"603"	"chr3,97491365,Folegandros,1"	"inactive"	"51"
"604"	"chr4,118642412,Nimos,0"	"inactive"	"51"
"605"	"chr4,118658778,Mykonos,0"	"inactive"	"51"
"606"	"chr4,118729616,Leros,0"	"inactive"	"51"
"607"	"chr19,12831017,Rho,0"	"active"	"51"
"608"	"chr7,6545373,Kefallonia,1"	"active"	"51"
"609"	"chr7,6545373,Kefallonia,0"	"active"	"51"
"610"	"chr7,6650058,Amorgos,1"	"active"	"51"
"611"	"chr7,6650058,Amorgos,0"	"active"	"51"
"612"	"chr7,86295200,Thira,0"	"active"	"51"
"613"	"chr7,108797663,Ios,0"	"active"	"51"
"614"	"chr15,98263558,Paxi,0"	"inactive"	"52"
"615"	"chr4,118642412,Nimos,0"	"inactive"	"52"
"616"	"chr4,118658778,Mykonos,0"	"inactive"	"52"
"617"	"chr4,118729616,Leros,0"	"inactive"	"52"
"618"	"chr16,3781465,Kastelorizo,0"	"active"	"52"
"619"	"chr19,12831017,Rho,1"	"active"	"52"
"620"	"chr7,108797663,Ios,0"	"active"	"52"
"621"	"chr9,19651318,Donousa,0"	"active"	"52"
"622"	"chr4,43716210,Ithaki,1"	"inactive"	"53"
"623"	"chr4,43726115,Samothraki,1"	"inactive"	"53"
"624"	"chr4,43823984,Makronisos,1"	"inactive"	"53"
"625"	"chr4,118642412,Nimos,0"	"inactive"	"53"
"626"	"chr4,118658778,Mykonos,0"	"inactive"	"53"
"627"	"chr4,118729616,Leros,0"	"inactive"	"53"
"628"	"chr16,58957158,Gavdos,1"	"active"	"53"
"629"	"chr7,99730118,Patmos,0"	"active"	"53"
"630"	"chr7,99788064,Ikaria,0"	"active"	"53"
"631"	"chr7,102513116,Milos,0"	"active"	"53"
"632"	"chr7,102673445,Pontikonisi,0"	"active"	"53"
"633"	"chr7,108797663,Ios,0"	"active"	"53"
"634"	"chr1,174036149,Astypalea,1"	"inactive"	"54"
"635"	"chr16,58957158,Gavdos,0"	"inactive"	"54"
"636"	"chr7,102513116,Milos,1"	"inactive"	"54"
"637"	"chr7,102673445,Pontikonisi,1"	"inactive"	"54"
"638"	"chr2,37128089,Lipsi,1"	"active"	"54"
"639"	"chr3,97491365,Folegandros,0"	"active"	"54"
"640"	"chr7,6545373,Kefallonia,0"	"active"	"54"
"641"	"chr7,102513116,Milos,0"	"active"	"54"
"642"	"chr7,140187230,Fourni,0"	"active"	"54"
"643"	"chr3,97491365,Folegandros,0"	"inactive"	"61"
"644"	"chr7,108797663,Ios,0"	"active"	"61"
"645"	"chr16,58957158,Gavdos,1"	"inactive"	"62"
"646"	"chr9,39952214,Psara,1"	"active"	"62"
"647"	"chr7,6545373,Kefallonia,1"	"inactive"	"63"
"648"	"chr7,6650058,Amorgos,1"	"inactive"	"63"
"649"	"chr7,102513116,Milos,1"	"inactive"	"63"
"650"	"chr7,102673445,Pontikonisi,1"	"inactive"	"63"
"651"	"chr7,108797663,Ios,1"	"inactive"	"63"
"652"	"chr10,128978954,Poros,0"	"active"	"63"
"653"	"chr7,102513116,Milos,0"	"active"	"63"
"654"	"chr7,102673445,Pontikonisi,0"	"active"	"63"
"655"	"chr9,19651318,Donousa,0"	"active"	"63"
"656"	"chr9,37687840,Kimolos,0"	"active"	"63"
"657"	"chr2,37128089,Lipsi,0"	"inactive"	"65"
"658"	"chr6,42869928,Sfaktiria,0"	"inactive"	"65"
"659"	"chr6,116614138,Kalymnos,1"	"inactive"	"65"
"660"	"chr6,116614138,Kalymnos,0"	"inactive"	"65"
"661"	"chr7,6545373,Kefallonia,0"	"active"	"65"
"662"	"chr7,6650058,Amorgos,0"	"active"	"65"
"663"	"chr7,102513116,Milos,0"	"active"	"65"
"664"	"chr7,108797663,Ios,0"	"active"	"65"
"665"	"chr11,50999358,Symi,1"	"inactive"	"67"
"666"	"chr11,58739310,Souda,1"	"inactive"	"67"
"667"	"chr11,58810944,Andros,1"	"inactive"	"67"
"668"	"chr11,87897263,Naxos,1"	"inactive"	"67"
"669"	"chr11,87907305,Kasos,1"	"inactive"	"67"
"670"	"chr11,87937384,Sifnos,1"	"inactive"	"67"
"671"	"chr14,52548102,H,0"	"active"	"67"
"672"	"chr7,99730118,Patmos,0"	"active"	"67"
"673"	"chr7,99788064,Ikaria,0"	"active"	"67"
"674"	"chr7,102513116,Milos,0"	"active"	"67"
"675"	"chr7,102673445,Pontikonisi,0"	"active"	"67"
"676"	"chr7,108797663,Ios,0"	"active"	"67"
"677"	"chr1,173190736,Kea,1"	"inactive"	"68"
"678"	"chr1,173212360,Kythnos,1"	"inactive"	"68"
"679"	"chr1,173265900,Serifos,1"	"inactive"	"68"
"680"	"chr1,174342694,Santorini,1"	"inactive"	"68"
"681"	"chr10,128978954,Poros,1"	"inactive"	"68"
"682"	"chr10,130098702,Kithira,1"	"inactive"	"68"
"683"	"chr7,86295200,Thira,1"	"inactive"	"68"
"684"	"chr11,74036298,Crete,1"	"active"	"68"
"685"	"chr16,3781465,Kastelorizo,1"	"active"	"68"
"686"	"chr19,12831017,Rho,1"	"active"	"68"
"687"	"chr19,14090659,Oinouses,1"	"active"	"68"
"688"	"chr19,14096517,Tinos,1"	"active"	"68"
"689"	"chr7,102513116,Milos,0"	"active"	"68"
"690"	"chr7,108797663,Ios,0"	"active"	"68"
"691"	"chr1,173190736,Kea,1"	"inactive"	"69"
"692"	"chr1,173212360,Kythnos,1"	"inactive"	"69"
"693"	"chr1,173265900,Serifos,1"	"inactive"	"69"
"694"	"chr1,174036149,Astypalea,1"	"inactive"	"69"
"695"	"chr1,174342694,Santorini,1"	"inactive"	"69"
"696"	"chr2,37128089,Lipsi,0"	"inactive"	"69"
"697"	"chr2,111727008,Evia,0"	"inactive"	"69"
"698"	"chr2,111790066,Antiparos,0"	"inactive"	"69"
"699"	"chr7,140187230,Fourni,0"	"inactive"	"69"
"700"	"chr11,74036298,Crete,0"	"active"	"69"
"701"	"chr13,21341290,Tils,1"	"active"	"69"
"702"	"chr13,21343730,Halki,1"	"active"	"69"
"703"	"chr14,50758873,Lesvos,1"	"active"	"69"
"704"	"chr19,12831017,Rho,0"	"active"	"69"
"705"	"chr2,90414460,Paros,0"	"active"	"69"
"706"	"chr7,6545373,Kefallonia,1"	"active"	"69"
"707"	"chr7,102513116,Milos,1"	"active"	"69"
"708"	"chr7,108797663,Ios,1"	"active"	"69"
"709"	"chr7,108797663,Ios,0"	"active"	"69"
"710"	"chr13,21341290,Tils,1"	"inactive"	"70"
"711"	"chr13,21341290,Tils,0"	"inactive"	"70"
"712"	"chr13,21343730,Halki,1"	"inactive"	"70"
"713"	"chr13,21343730,Halki,0"	"inactive"	"70"
"714"	"chr13,65163423,Agathonisi,0"	"inactive"	"70"
"715"	"chr14,50758873,Lesvos,0"	"inactive"	"70"
"716"	"chr1,92546156,Rhodes,0"	"active"	"70"
"717"	"chr11,74036298,Crete,1"	"active"	"70"
"718"	"chr6,116614138,Kalymnos,0"	"active"	"70"
"719"	"chr7,99730118,Patmos,0"	"active"	"70"
"720"	"chr7,99788064,Ikaria,0"	"active"	"70"
"721"	"chr7,102513116,Milos,0"	"active"	"70"
"722"	"chr7,108797663,Ios,0"	"active"	"70"
"723"	"chr14,50758873,Lesvos,0"	"inactive"	"71"
"724"	"chr14,52548102,H,0"	"inactive"	"71"
"725"	"chr19,12831017,Rho,1"	"inactive"	"71"
"726"	"chr19,14090659,Oinouses,1"	"inactive"	"71"
"727"	"chr19,14096517,Tinos,1"	"inactive"	"71"
"728"	"chr7,6545373,Kefallonia,0"	"active"	"71"
"729"	"chr7,6650058,Amorgos,0"	"active"	"71"
"730"	"chr7,108797663,Ios,0"	"active"	"71"
"731"	"chr9,37687840,Kimolos,0"	"active"	"71"
"732"	"chr9,39952214,Psara,0"	"active"	"71"
"733"	"chr4,58640628,Agios_Efstratios,1"	"inactive"	"72"
"734"	"chr4,58764138,Chios,1"	"inactive"	"72"
"735"	"chr11,49575570,Skyros,0"	"active"	"72"
"736"	"chr7,6650058,Amorgos,0"	"active"	"72"
"737"	"chr19,14090659,Oinouses,0"	"inactive"	"73"
"738"	"chr19,14096517,Tinos,0"	"inactive"	"73"
"739"	"chr2,90414460,Paros,1"	"inactive"	"73"
"740"	"chr7,140187230,Fourni,1"	"inactive"	"73"
"741"	"chr7,108797663,Ios,1"	"active"	"73"
"742"	"chr7,108797663,Ios,0"	"active"	"73"
"743"	"chr9,37687840,Kimolos,1"	"active"	"73"
"744"	"chr9,39952214,Psara,1"	"active"	"73"
"745"	"chr4,118642412,Nimos,1"	"inactive"	"74"
"746"	"chr4,118642412,Nimos,0"	"inactive"	"74"
"747"	"chr4,118658778,Mykonos,1"	"inactive"	"74"
"748"	"chr4,118658778,Mykonos,0"	"inactive"	"74"
"749"	"chr4,118729616,Leros,1"	"inactive"	"74"
"750"	"chr4,118729616,Leros,0"	"inactive"	"74"
"751"	"chr11,74036298,Crete,1"	"active"	"74"
"752"	"chr7,99730118,Patmos,0"	"active"	"74"
"753"	"chr7,99788064,Ikaria,0"	"active"	"74"
"754"	"chr7,102513116,Milos,0"	"active"	"74"
"755"	"chr7,102673445,Pontikonisi,0"	"active"	"74"
"756"	"chr7,108797663,Ios,0"	"active"	"74"
"757"	"chr7,140187230,Fourni,1"	"active"	"74"
"758"	"chr7,140187230,Fourni,0"	"active"	"74"
"759"	"chr1,173190736,Kea,0"	"inactive"	"75"
"760"	"chr1,173212360,Kythnos,0"	"inactive"	"75"
"761"	"chr1,173265900,Serifos,0"	"inactive"	"75"
"762"	"chr1,174036149,Astypalea,0"	"inactive"	"75"
"763"	"chr1,174342694,Santorini,0"	"inactive"	"75"
"764"	"chr10,128978954,Poros,1"	"inactive"	"75"
"765"	"chr10,130098702,Kithira,1"	"inactive"	"75"
"766"	"chr10,78618146,Aigina,0"	"active"	"75"
"767"	"chr11,50999358,Symi,1"	"active"	"75"
"768"	"chr11,74036298,Crete,1"	"active"	"75"
"769"	"chr7,102513116,Milos,0"	"active"	"75"
"770"	"chr7,102673445,Pontikonisi,0"	"active"	"75"
"771"	"chr7,108797663,Ios,0"	"active"	"75"
"772"	"chr7,140187230,Fourni,0"	"active"	"75"
"773"	"chr9,19651318,Donousa,0"	"active"	"75"
"774"	"chr1,173190736,Kea,1"	"inactive"	"77"
"775"	"chr1,173212360,Kythnos,1"	"inactive"	"77"
"776"	"chr1,173265900,Serifos,1"	"inactive"	"77"
"777"	"chr1,174342694,Santorini,1"	"inactive"	"77"
"778"	"chr7,140187230,Fourni,0"	"inactive"	"77"
"779"	"chr10,128978954,Poros,1"	"active"	"77"
"780"	"chr11,49575570,Skyros,0"	"active"	"77"
"781"	"chr11,59576044,Delos,1"	"active"	"77"
"782"	"chr11,74036298,Crete,0"	"active"	"77"
"783"	"chr7,108797663,Ios,0"	"active"	"77"
"784"	"chr1,92546156,Rhodes,1"	"inactive"	"78"
"785"	"chr1,173190736,Kea,1"	"inactive"	"78"
"786"	"chr1,173212360,Kythnos,1"	"inactive"	"78"
"787"	"chr1,173265900,Serifos,1"	"inactive"	"78"
"788"	"chr1,174036149,Astypalea,1"	"inactive"	"78"
"789"	"chr1,174342694,Santorini,1"	"inactive"	"78"
"790"	"chr6,116614138,Kalymnos,0"	"inactive"	"78"
"791"	"chr10,128978954,Poros,0"	"active"	"78"
"792"	"chr10,130098702,Kithira,0"	"active"	"78"
"793"	"chr17,37544209,Tilos,1"	"active"	"78"
"794"	"chr6,42869928,Sfaktiria,1"	"active"	"78"
"795"	"chr6,116614138,Kalymnos,1"	"active"	"78"
"796"	"chr7,108797663,Ios,0"	"active"	"78"
"797"	"chr4,118642412,Nimos,0"	"inactive"	"79"
"798"	"chr4,118658778,Mykonos,0"	"inactive"	"79"
"799"	"chr4,118729616,Leros,0"	"inactive"	"79"
"800"	"chr9,19651318,Donousa,1"	"inactive"	"79"
"801"	"chr9,37687840,Kimolos,1"	"inactive"	"79"
"802"	"chr9,39952214,Psara,1"	"inactive"	"79"
"803"	"chr19,12831017,Rho,1"	"active"	"79"
"804"	"chr6,116614138,Kalymnos,1"	"active"	"79"
"805"	"chr7,102513116,Milos,0"	"active"	"79"
"806"	"chr7,102673445,Pontikonisi,0"	"active"	"79"
"807"	"chr7,108797663,Ios,0"	"active"	"79"
"808"	"chr7,140187230,Fourni,0"	"active"	"79"
"809"	"chr14,50758873,Lesvos,0"	"inactive"	"8"
"810"	"chr14,52548102,H,0"	"inactive"	"8"
"811"	"chr2,37128089,Lipsi,0"	"inactive"	"8"
"812"	"chr2,90414460,Paros,0"	"inactive"	"8"
"813"	"chr7,99730118,Patmos,1"	"inactive"	"8"
"814"	"chr7,99788064,Ikaria,1"	"inactive"	"8"
"815"	"chr9,37687840,Kimolos,1"	"inactive"	"8"
"816"	"chr9,39952214,Psara,1"	"inactive"	"8"
"817"	"chr1,92546156,Rhodes,1"	"active"	"8"
"818"	"chr7,6545373,Kefallonia,1"	"active"	"8"
"819"	"chr7,6650058,Amorgos,1"	"active"	"8"
"820"	"chr7,102513116,Milos,0"	"active"	"8"
"821"	"chr7,102673445,Pontikonisi,0"	"active"	"8"
"822"	"chr7,108797663,Ios,0"	"active"	"8"
"823"	"chr7,140187230,Fourni,0"	"active"	"8"
"824"	"chr10,128978954,Poros,1"	"inactive"	"81"
"825"	"chr10,130098702,Kithira,1"	"inactive"	"81"
"826"	"chr11,49575570,Skyros,0"	"inactive"	"81"
"827"	"chr11,50999358,Symi,0"	"inactive"	"81"
"828"	"chr11,74036298,Crete,0"	"inactive"	"81"
"829"	"chr2,90414460,Paros,0"	"inactive"	"81"
"830"	"chr2,111727008,Evia,0"	"inactive"	"81"
"831"	"chr2,111790066,Antiparos,0"	"inactive"	"81"
"832"	"chr2,112200848,Zakynthos,0"	"inactive"	"81"
"833"	"chr7,102513116,Milos,1"	"inactive"	"81"
"834"	"chr7,102673445,Pontikonisi,1"	"inactive"	"81"
"835"	"chr7,108797663,Ios,1"	"inactive"	"81"
"836"	"chr1,92546156,Rhodes,0"	"active"	"81"
"837"	"chr1,174342694,Santorini,0"	"active"	"81"
"838"	"chr11,87897263,Naxos,1"	"active"	"81"
"839"	"chr11,87907305,Kasos,1"	"active"	"81"
"840"	"chr11,87937384,Sifnos,1"	"active"	"81"
"841"	"chr14,50758873,Lesvos,0"	"active"	"81"
"842"	"chr14,52548102,H,0"	"active"	"81"
"843"	"chr7,86295200,Thira,0"	"active"	"81"
"844"	"chr7,99730118,Patmos,0"	"active"	"81"
"845"	"chr7,99788064,Ikaria,0"	"active"	"81"
"846"	"chr7,108797663,Ios,0"	"active"	"81"
"847"	"chr9,37687840,Kimolos,1"	"active"	"81"
"848"	"chr4,43716210,Ithaki,0"	"inactive"	"82"
"849"	"chr4,43726115,Samothraki,0"	"inactive"	"82"
"850"	"chr4,43823984,Makronisos,0"	"inactive"	"82"
"851"	"chr7,102513116,Milos,0"	"active"	"82"
"852"	"chr7,102673445,Pontikonisi,0"	"active"	"82"
"853"	"chr7,108797663,Ios,0"	"active"	"82"
"854"	"chr10,130098702,Kithira,1"	"inactive"	"83"
"855"	"chr6,42869928,Sfaktiria,1"	"inactive"	"83"
"856"	"chr1,174342694,Santorini,1"	"active"	"83"
"857"	"chr7,102673445,Pontikonisi,0"	"active"	"83"
"858"	"chr9,39952214,Psara,0"	"inactive"	"84"
"859"	"chr2,112200848,Zakynthos,0"	"inactive"	"86"
"860"	"chr7,140187230,Fourni,0"	"inactive"	"86"
"861"	"chr13,65163423,Agathonisi,0"	"active"	"86"
"862"	"chr7,108797663,Ios,0"	"active"	"86"
"863"	"chr1,173190736,Kea,0"	"inactive"	"88"
"864"	"chr1,173212360,Kythnos,0"	"inactive"	"88"
"865"	"chr1,173265900,Serifos,0"	"inactive"	"88"
"866"	"chr1,174036149,Astypalea,0"	"inactive"	"88"
"867"	"chr1,174342694,Santorini,0"	"inactive"	"88"
"868"	"chr11,49575570,Skyros,0"	"inactive"	"88"
"869"	"chr11,50999358,Symi,0"	"inactive"	"88"
"870"	"chr14,50758873,Lesvos,0"	"inactive"	"88"
"871"	"chr14,52548102,H,0"	"inactive"	"88"
"872"	"chr7,6545373,Kefallonia,1"	"inactive"	"88"
"873"	"chr7,6650058,Amorgos,1"	"inactive"	"88"
"874"	"chr1,92546156,Rhodes,0"	"active"	"88"
"875"	"chr11,58739310,Souda,0"	"active"	"88"
"876"	"chr11,58810944,Andros,0"	"active"	"88"
"877"	"chr2,90414460,Paros,1"	"active"	"88"
"878"	"chr2,90414460,Paros,0"	"active"	"88"
"879"	"chr2,111727008,Evia,0"	"active"	"88"
"880"	"chr2,111790066,Antiparos,0"	"active"	"88"
"881"	"chr2,112200848,Zakynthos,0"	"active"	"88"
"882"	"chr6,116614138,Kalymnos,0"	"active"	"88"
"883"	"chr7,108797663,Ios,0"	"active"	"88"
"884"	"chr11,50999358,Symi,1"	"inactive"	"89"
"885"	"chr11,58739310,Souda,1"	"inactive"	"89"
"886"	"chr11,58810944,Andros,1"	"inactive"	"89"
"887"	"chr11,59576044,Delos,1"	"inactive"	"89"
"888"	"chr11,87897263,Naxos,1"	"inactive"	"89"
"889"	"chr11,87907305,Kasos,1"	"inactive"	"89"
"890"	"chr11,87937384,Sifnos,1"	"inactive"	"89"
"891"	"chr3,97491365,Folegandros,1"	"inactive"	"89"
"892"	"chr1,173190736,Kea,0"	"active"	"89"
"893"	"chr1,173212360,Kythnos,0"	"active"	"89"
"894"	"chr1,173265900,Serifos,0"	"active"	"89"
"895"	"chr1,174036149,Astypalea,0"	"active"	"89"
"896"	"chr7,99730118,Patmos,0"	"active"	"89"
"897"	"chr7,99788064,Ikaria,0"	"active"	"89"
"898"	"chr7,108797663,Ios,0"	"active"	"89"
"899"	"chr7,140187230,Fourni,0"	"active"	"89"
"900"	"chr3,106876328,Kos,1"	"inactive"	"91"
"901"	"chr7,102513116,Milos,0"	"active"	"91"
"902"	"chr4,118642412,Nimos,1"	"inactive"	"93"
"903"	"chr4,118642412,Nimos,0"	"inactive"	"93"
"904"	"chr4,118658778,Mykonos,1"	"inactive"	"93"
"905"	"chr4,118658778,Mykonos,0"	"inactive"	"93"
"906"	"chr4,118729616,Leros,1"	"inactive"	"93"
"907"	"chr4,118729616,Leros,0"	"inactive"	"93"
"908"	"chr16,3781465,Kastelorizo,0"	"active"	"93"
"909"	"chr2,37128089,Lipsi,1"	"active"	"93"
"910"	"chr2,90414460,Paros,1"	"active"	"93"
"911"	"chr6,116614138,Kalymnos,0"	"active"	"93"
"912"	"chr7,102513116,Milos,0"	"active"	"93"
"913"	"chr7,102673445,Pontikonisi,0"	"active"	"93"
"914"	"chr7,108797663,Ios,0"	"active"	"93"
"915"	"chr10,128978954,Poros,0"	"inactive"	"94"
"916"	"chr19,12831017,Rho,0"	"inactive"	"94"
"917"	"chr19,14090659,Oinouses,0"	"inactive"	"94"
"918"	"chr19,14096517,Tinos,0"	"inactive"	"94"
"919"	"chr2,90414460,Paros,1"	"inactive"	"94"
"920"	"chr14,50758873,Lesvos,1"	"active"	"94"
"921"	"chr7,6545373,Kefallonia,0"	"active"	"94"
"922"	"chr7,99730118,Patmos,0"	"active"	"94"
"923"	"chr7,99788064,Ikaria,0"	"active"	"94"
"924"	"chr7,108797663,Ios,0"	"active"	"94"
"925"	"chr1,174036149,Astypalea,0"	"inactive"	"95"
"926"	"chr11,49575570,Skyros,1"	"inactive"	"95"
