"element"	"cell"
"523"	"chr2,112092230,Olfr1314,1"	"76"
"524"	"chr6,116512242,Olfr212,0"	"76"
"525"	"chr6,116541368,Olfr213,0"	"76"
"526"	"chr6,116557423,Olfr214,0"	"76"
"527"	"chr7,105204646,Olfr686,0"	"76"
"528"	"chr7,106818802,Olfr701,0"	"76"
"529"	"chr7,106825116,Olfr702,0"	"76"
"530"	"chr7,108032006,Olfr478,0"	"76"
"531"	"chr7,108422150,Olfr497,0"	"76"
"532"	"chr7,108713848,Olfr512,0"	"76"
"533"	"chr10,129036296,Olfr764,0"	"78"
"534"	"chr10,129047408,Olfr765,0"	"78"
"535"	"chr10,129065415,Olfr766,0"	"78"
"536"	"chr10,129078868,Olfr767,0"	"78"
"537"	"chr10,129092097,Olfr768,0"	"78"
"538"	"chr10,129113406,Olfr769,0"	"78"
"539"	"chr10,129135842,Olfr770,0"	"78"
"540"	"chr10,129162377,Olfr771,0"	"78"
"541"	"chr10,129175247,Olfr772,0"	"78"
"542"	"chr10,129186952,Olfr773,0"	"78"
"543"	"chr10,129237804,Olfr774,0"	"78"
"544"	"chr10,129251168,Olfr775,0"	"78"
"545"	"chr10,129263912,Olfr776,0"	"78"
"546"	"chr10,129266206,Olfr777,0"	"78"
"547"	"chr10,129387453,Olfr784,0"	"78"
"548"	"chr10,129409836,Olfr785,0"	"78"
"549"	"chr10,129433193,Olfr786,0"	"78"
"550"	"chr10,129464674,Olfr787,0"	"78"
"551"	"chr10,129473808,Olfr788,0"	"78"
"552"	"chr10,129524990,Olfr791,0"	"78"
"553"	"chr10,129682926,Olfr802,0"	"78"
"554"	"chr10,129692454,Olfr803,0"	"78"
"555"	"chr10,129706614,Olfr804,0"	"78"
"556"	"chr10,129725318,Olfr805,0"	"78"
"557"	"chr10,129738940,Olfr806,0"	"78"
"558"	"chr10,129755972,Olfr807,0"	"78"
"559"	"chr10,129768334,Olfr808,0"	"78"
"560"	"chr10,129776788,Olfr809,0"	"78"
"561"	"chr10,129791103,Olfr810,0"	"78"
"562"	"chr10,129802506,Olfr811,0"	"78"
"563"	"chr10,129843748,Olfr812,0"	"78"
"564"	"chr10,129857044,Olfr813,0"	"78"
"565"	"chr10,129903320,Olfr815,0"	"78"
"566"	"chr10,129912380,Olfr816,0"	"78"
"567"	"chr10,129946718,Olfr818,0"	"78"
"568"	"chr10,129965138,Olfr819,0"	"78"
"569"	"chr10,129979524,Olfr247,0"	"78"
"570"	"chr10,130016850,Olfr820,0"	"78"
"571"	"chr10,130032710,Olfr821,0"	"78"
"572"	"chr10,130163234,Olfr825,0"	"78"
"573"	"chr10,130181894,Olfr826,0"	"78"
"574"	"chr10,130208726,Olfr827,0"	"78"
"575"	"chr2,111232837,Olfr1275,1"	"79"
"576"	"chr2,111257772,Olfr1276,1"	"79"
"577"	"chr2,111269505,Olfr1277,1"	"79"
"578"	"chr2,111368426,Olfr1283,1"	"79"
"579"	"chr2,111378366,Olfr1284,1"	"79"
"580"	"chr2,111407930,Olfr1285,1"	"79"
"581"	"chr2,111420615,Olfr1286,1"	"79"
"582"	"chr2,111449600,Olfr1287,1"	"79"
"583"	"chr2,111490678,Olfr1290,1"	"79"
"584"	"chr2,111500752,Olfr1291-ps1,1"	"79"
"585"	"chr2,111509042,Olfr1292-ps1,1"	"79"
"586"	"chr2,111527098,Olfr1293-ps,1"	"79"
"587"	"chr2,111536476,Olfr1294,1"	"79"
"588"	"chr2,111566722,Olfr1295,1"	"79"
"589"	"chr2,111593542,Olfr1296-ps1,1"	"79"
"590"	"chr2,111620852,Olfr1297,1"	"79"
"591"	"chr2,111646868,Olfr1298,1"	"79"
"592"	"chr2,111663616,Olfr1299,1"	"79"
"593"	"chr2,111848050,Olfr268-ps1,1"	"79"
"594"	"chr2,111872612,Olfr1305,1"	"79"
"595"	"chr2,112010042,Olfr1310,1"	"79"
"596"	"chr2,112022011,Olfr1311,1"	"79"
"597"	"chr2,112045272,Olfr1312,1"	"79"
"598"	"chr2,112073966,Olfr1313,1"	"79"
"599"	"chr2,112092230,Olfr1314,1"	"79"
"600"	"chr2,112112748,Olfr1315-ps1,1"	"79"
"601"	"chr2,112131312,Olfr1316,1"	"79"
"602"	"chr2,112140341,Olfr1317,1"	"79"
"603"	"chr3,106823004,Olfr266,0"	"79"
"604"	"chr4,118809370,Olfr1335,0"	"79"
"605"	"chr4,118832124,Olfr1333,0"	"79"
"606"	"chr4,118854568,Olfr1332-ps1,0"	"79"
"607"	"chr4,118868178,Olfr1331,0"	"79"
"608"	"chr4,118893356,Olfr1330,0"	"79"
"609"	"chr4,118916994,Olfr1329,0"	"79"
"610"	"chr4,118934799,Olfr1328,0"	"79"
"611"	"chr11,73353370,Olfr20,1"	"8"
"612"	"chr11,73374541,Olfr376,1"	"8"
"613"	"chr11,73390148,Olfr377-ps1,1"	"8"
"614"	"chr11,73396494,Olfr1,1"	"8"
"615"	"chr11,73406982,Olfr75-ps1,1"	"8"
"616"	"chr11,73426543,Olfr378,1"	"8"
"617"	"chr11,73601764,Olfr384,1"	"8"
"618"	"chr11,73662958,Olfr387-ps1,1"	"8"
"619"	"chr11,73724552,Olfr388-ps1,1"	"8"
"620"	"chr11,73786705,Olfr390,1"	"8"
"621"	"chr11,73800452,Olfr391-ps,1"	"8"
"622"	"chr11,73814394,Olfr392,1"	"8"
"623"	"chr11,73847934,Olfr393,1"	"8"
"624"	"chr11,73887055,Olfr394,1"	"8"
"625"	"chr11,74107824,Olfr400-ps1,1"	"8"
"626"	"chr11,74121764,Olfr401,1"	"8"
"627"	"chr11,74155104,Olfr402,1"	"8"
"628"	"chr11,74192430,Olfr403,1"	"8"
"629"	"chr11,74260728,Olfr405-ps1,1"	"8"
"630"	"chr11,74265744,Olfr406-ps,1"	"8"
"631"	"chr11,74281224,Olfr407-ps1,1"	"8"
"632"	"chr11,74287672,Olfr59,1"	"8"
"633"	"chr11,74298612,Olfr408-ps1,1"	"8"
"634"	"chr11,74317514,Olfr409-ps1,1"	"8"
"635"	"chr11,74334162,Olfr410,1"	"8"
"636"	"chr15,98456227,Olfr281,0"	"8"
"637"	"chr2,111620852,Olfr1297,0"	"8"
"638"	"chr2,111646868,Olfr1298,0"	"8"
"639"	"chr2,111663616,Olfr1299,0"	"8"
"640"	"chr2,111913043,Olfr1306,0"	"8"
"641"	"chr2,111946603,Olfr1307,0"	"8"
"642"	"chr2,111962114,Olfr1308,0"	"8"
"643"	"chr2,111982592,Olfr1309,0"	"8"
"644"	"chr9,19477774,Olfr850,1"	"8"
"645"	"chr9,19498702,Olfr851,1"	"8"
"646"	"chr9,19566908,Olfr854,1"	"8"
"647"	"chr9,19584324,Olfr855,1"	"8"
"648"	"chr9,19712249,Olfr857,1"	"8"
"649"	"chr9,37746865,Olfr874,1"	"8"
"650"	"chr9,37773158,Olfr875,1"	"8"
"651"	"chr9,37855757,Olfr877,1"	"8"
"652"	"chr9,37900122,Olfr145,1"	"8"
"653"	"chr9,37920198,Olfr878,1"	"8"
"654"	"chr9,38349406,Olfr898,1"	"8"
"655"	"chr9,38368885,Olfr250,1"	"8"
"656"	"chr9,38379309,Olfr251,1"	"8"
"657"	"chr9,40006481,Olfr980,1"	"8"
"658"	"chr14,49930076,Olfr723,1"	"80"
"659"	"chr14,49961602,Olfr724,1"	"80"
"660"	"chr14,50087262,Olfr726,1"	"80"
"661"	"chr19,12920608,Olfr1448,0"	"80"
"662"	"chr19,12933378,Olfr1449,0"	"80"
"663"	"chr19,12954080,Olfr1450,0"	"80"
"664"	"chr19,12997681,Olfr1451,0"	"80"
"665"	"chr19,13016687,Olfr1452-ps1,0"	"80"
"666"	"chr19,13027866,Olfr1453,0"	"80"
"667"	"chr19,13063818,Olfr1454,0"	"80"
"668"	"chr19,13079078,Olfr1456-ps1,0"	"80"
"669"	"chr19,13094765,Olfr1457,0"	"80"
"670"	"chr19,13104184,Olfr1458,0"	"80"
"671"	"chr2,85335025,Olfr987,1"	"80"
"672"	"chr2,85358000,Olfr988,1"	"80"
"673"	"chr2,89575242,Olfr1245,1"	"80"
"674"	"chr2,89589670,Olfr1246,1"	"80"
"675"	"chr2,89609692,Olfr1247,1"	"80"
"676"	"chr2,89617706,Olfr1248,1"	"80"
"677"	"chr2,89630418,Olfr1249,1"	"80"
"678"	"chr2,89659570,Olfr1250,1"	"80"
"679"	"chr2,89668902,Olfr1251,1"	"80"
"680"	"chr2,89722294,Olfr1252,1"	"80"
"681"	"chr2,89753288,Olfr1253,1"	"80"
"682"	"chr2,90085994,Olfr1267-ps1,1"	"80"
"683"	"chr2,90139183,Olfr32,1"	"80"
"684"	"chr2,90149166,Olfr1270,1"	"80"
"685"	"chr2,90223019,Olfr1506,1"	"80"
"686"	"chr2,111848050,Olfr268-ps1,1"	"80"
"687"	"chr2,111872612,Olfr1305,1"	"80"
"688"	"chr2,111913043,Olfr1306,1"	"80"
"689"	"chr2,111946603,Olfr1307,1"	"80"
"690"	"chr2,111962114,Olfr1308,1"	"80"
"691"	"chr2,111982592,Olfr1309,1"	"80"
"692"	"chr2,112010042,Olfr1310,1"	"80"
"693"	"chr2,112022011,Olfr1311,1"	"80"
"694"	"chr2,112045272,Olfr1312,1"	"80"
"695"	"chr2,112073966,Olfr1313,1"	"80"
"696"	"chr2,112092230,Olfr1314,1"	"80"
"697"	"chr2,112112748,Olfr1315-ps1,1"	"80"
"698"	"chr2,112131312,Olfr1316,1"	"80"
"699"	"chr2,112140341,Olfr1317,1"	"80"
"700"	"chr7,108713848,Olfr512,0"	"80"
"701"	"chr11,58479004,Olfr333-ps1,0"	"81"
"702"	"chr11,58490293,Olfr332,0"	"81"
"703"	"chr11,58502085,Olfr331,0"	"81"
"704"	"chr2,85358000,Olfr988,0"	"81"
"705"	"chr2,85432916,Olfr994,0"	"81"
"706"	"chr2,85440706,Olfr995,0"	"81"
"707"	"chr2,85585564,Olfr997-ps1,0"	"81"
"708"	"chr2,85590500,Olfr998,0"	"81"
"709"	"chr2,85602253,Olfr999-ps1,0"	"81"
"710"	"chr2,85609516,Olfr1000,0"	"81"
"711"	"chr2,85633903,Olfr1001-ps1,0"	"81"
"712"	"chr2,85647412,Olfr1002,0"	"81"
"713"	"chr2,85653691,Olfr1003-ps1,0"	"81"
"714"	"chr2,85656490,Olfr1004-ps1,0"	"81"
"715"	"chr2,88853656,Olfr1204,0"	"81"
"716"	"chr2,88865492,Olfr1206,0"	"81"
"717"	"chr2,88898927,Olfr1208,0"	"81"
"718"	"chr2,88910050,Olfr1209,0"	"81"
"719"	"chr2,88932494,Olfr1211,0"	"81"
"720"	"chr2,88957602,Olfr1212,0"	"81"
"721"	"chr2,88976200,Olfr1213,0"	"81"
"722"	"chr2,88989598,Olfr1214,0"	"81"
"723"	"chr2,89003498,Olfr1215,0"	"81"
"724"	"chr2,89014938,Olfr1216,0"	"81"
"725"	"chr2,89026738,Olfr1217,0"	"81"
"726"	"chr2,89056766,Olfr1218,0"	"81"
"727"	"chr2,89077936,Olfr1219,0"	"81"
"728"	"chr2,89101022,Olfr1220,0"	"81"
"729"	"chr2,89113184,Olfr1221,0"	"81"
"730"	"chr2,111449600,Olfr1287,0"	"81"
"731"	"chr2,111500752,Olfr1291-ps1,0"	"81"
"732"	"chr2,111509042,Olfr1292-ps1,0"	"81"
"733"	"chr2,111527098,Olfr1293-ps,0"	"81"
"734"	"chr2,111536476,Olfr1294,0"	"81"
"735"	"chr2,111566722,Olfr1295,0"	"81"
"736"	"chr2,111593542,Olfr1296-ps1,0"	"81"
"737"	"chr2,111620852,Olfr1297,0"	"81"
"738"	"chr2,111646868,Olfr1298,0"	"81"
"739"	"chr2,111663616,Olfr1299,0"	"81"
"740"	"chr2,111848050,Olfr268-ps1,0"	"81"
"741"	"chr2,111872612,Olfr1305,0"	"81"
"742"	"chr2,111913043,Olfr1306,0"	"81"
"743"	"chr2,111946603,Olfr1307,0"	"81"
"744"	"chr2,111962114,Olfr1308,0"	"81"
"745"	"chr2,112010042,Olfr1310,0"	"81"
"746"	"chr2,112022011,Olfr1311,0"	"81"
"747"	"chr7,107967072,Olfr476,0"	"81"
"748"	"chr7,107989671,Olfr477,0"	"81"
"749"	"chr7,108032006,Olfr478,0"	"81"
"750"	"chr7,108053646,Olfr479,0"	"81"
"751"	"chr7,108066282,Olfr480,0"	"81"
"752"	"chr7,108316139,Olfr491,0"	"81"
"753"	"chr7,108323192,Olfr492,0"	"81"
"754"	"chr7,108346507,Olfr493,0"	"81"
"755"	"chr7,108613124,Olfr506,0"	"81"
"756"	"chr7,108622289,Olfr507,0"	"81"
"757"	"chr7,108630823,Olfr508,0"	"81"
"758"	"chr7,108648511,Olfr509,1"	"81"
"759"	"chr7,108648511,Olfr509,0"	"81"
"760"	"chr7,108667890,Olfr510,1"	"81"
"761"	"chr7,108667890,Olfr510,0"	"81"
"762"	"chr7,108713848,Olfr512,0"	"81"
"763"	"chr1,173132712,Olfr1408,0"	"85"
"764"	"chr1,174099934,Olfr427,0"	"85"
"765"	"chr1,174117208,Olfr231,0"	"85"
"766"	"chr1,174134888,Olfr424,0"	"85"
"767"	"chr1,174250288,Olfr419,0"	"85"
"768"	"chr1,174429406,Olfr414,0"	"85"
"769"	"chr1,174448450,Olfr220,0"	"85"
"770"	"chr11,51143000,Olfr1374-ps1,0"	"85"
"771"	"chr10,129570382,Olfr794,1"	"86"
"772"	"chr10,129608838,Olfr796,1"	"86"
"773"	"chr10,129625274,Olfr798,1"	"86"
"774"	"chr10,129642905,Olfr799,1"	"86"
"775"	"chr10,129659874,Olfr800,1"	"86"
"776"	"chr10,129670396,Olfr801,1"	"86"
"777"	"chr10,129682926,Olfr802,1"	"86"
"778"	"chr10,129692454,Olfr803,1"	"86"
"779"	"chr10,129706614,Olfr804,1"	"86"
"780"	"chr10,129725318,Olfr805,1"	"86"
"781"	"chr10,129738940,Olfr806,1"	"86"
"782"	"chr10,129755972,Olfr807,1"	"86"
"783"	"chr10,129768334,Olfr808,1"	"86"
"784"	"chr10,129776788,Olfr809,1"	"86"
"785"	"chr10,129791103,Olfr810,1"	"86"
"786"	"chr10,129802506,Olfr811,1"	"86"
"787"	"chr10,129843748,Olfr812,1"	"86"
"788"	"chr10,129857044,Olfr813,1"	"86"
"789"	"chr10,129875914,Olfr814,1"	"86"
"790"	"chr10,129903320,Olfr815,1"	"86"
"791"	"chr10,129912380,Olfr816,1"	"86"
"792"	"chr10,130163234,Olfr825,1"	"86"
"793"	"chr10,130181894,Olfr826,1"	"86"
"794"	"chr10,130208726,Olfr827,1"	"86"
"795"	"chr14,50148820,Olfr729,0"	"86"
"796"	"chr14,50237606,Olfr731,0"	"86"
"797"	"chr14,50345616,Olfr735,0"	"86"
"798"	"chr14,50411503,Olfr738,0"	"86"
"799"	"chr14,50422866,Olfr739,0"	"86"
"800"	"chr14,50451239,Olfr740,0"	"86"
"801"	"chr14,50480538,Olfr741,0"	"86"
"802"	"chr14,50510372,Olfr742,0"	"86"
"803"	"chr14,50528438,Olfr743,0"	"86"
"804"	"chr14,50617359,Olfr744,0"	"86"
"805"	"chr17,37115299,Olfr92,1"	"86"
"806"	"chr17,37155710,Olfr93,1"	"86"
"807"	"chr17,37169564,Olfr753-ps1,1"	"86"
"808"	"chr17,37197360,Olfr94,1"	"86"
"809"	"chr17,37210518,Olfr95,1"	"86"
"810"	"chr17,37223386,Olfr96,1"	"86"
"811"	"chr17,37234146,Olfr97,1"	"86"
"812"	"chr17,37250171,Olfr754-ps1,1"	"86"
"813"	"chr17,37263230,Olfr98,1"	"86"
"814"	"chr17,37277376,Olfr755-ps1,1"	"86"
"815"	"chr17,37281222,Olfr99,1"	"86"
"816"	"chr17,37285606,Olfr756-ps1,1"	"86"
"817"	"chr17,37300934,Olfr101,1"	"86"
"818"	"chr17,37313924,Olfr102,1"	"86"
"819"	"chr17,37337394,Olfr103,1"	"86"
"820"	"chr17,37361762,Olfr104-ps,1"	"86"
"821"	"chr17,37377040,Olfr757-ps1,1"	"86"
"822"	"chr17,37382620,Olfr105-ps,1"	"86"
"823"	"chr17,37387799,Olfr758-ps1,1"	"86"
"824"	"chr17,37393298,Olfr106-ps,1"	"86"
"825"	"chr17,37403442,Olfr107,1"	"86"
"826"	"chr17,37408121,Olfr759-ps1,1"	"86"
"827"	"chr17,37445998,Olfr108,1"	"86"
"828"	"chr17,37451719,Olfr760-ps1,1"	"86"
"829"	"chr17,37465282,Olfr109,1"	"86"
"830"	"chr17,37610273,Olfr115,1"	"86"
"831"	"chr17,37623843,Olfr116,1"	"86"
"832"	"chr17,37660691,Olfr117,1"	"86"
"833"	"chr17,37670182,Olfr118,1"	"86"
"834"	"chr17,37699656,Olfr119,1"	"86"
"835"	"chr17,37952536,Olfr761,1"	"86"
"836"	"chr17,38055414,Olfr129,1"	"86"
"837"	"chr17,38069080,Olfr130,1"	"86"
"838"	"chr17,38085172,Olfr131,1"	"86"
"839"	"chr17,38173900,Olfr134,1"	"86"
"840"	"chr17,38207643,Olfr135,1"	"86"
"841"	"chr17,38268722,Olfr138,1"	"86"
"842"	"chr17,38305548,Olfr137,1"	"86"
"843"	"chr17,38314165,Olfr762-ps1,1"	"86"
"844"	"chr17,38333188,Olfr136,1"	"86"
"845"	"chr2,85952264,Olfr1028,0"	"86"
"846"	"chr2,85981169,Olfr1029,0"	"86"
"847"	"chr2,85992032,Olfr1031,0"	"86"
"848"	"chr7,104880562,Olfr665,1"	"86"
"849"	"chr7,104893737,Olfr666,1"	"86"
"850"	"chr7,104918112,Olfr667,1"	"86"
"851"	"chr7,104925174,Olfr668,1"	"86"
"852"	"chr7,104937348,Olfr669,1"	"86"
"853"	"chr7,104959827,Olfr670,1"	"86"
"854"	"chr7,104976862,Olfr671,1"	"86"
"855"	"chr7,104998986,Olfr672,1"	"86"
"856"	"chr7,105024902,Olfr675,1"	"86"
"857"	"chr7,105035224,Olfr676,1"	"86"
"858"	"chr7,105055122,Olfr677,1"	"86"
"859"	"chr7,105068066,Olfr678,1"	"86"
"860"	"chr7,105084787,Olfr679,1"	"86"
"861"	"chr7,105091748,Olfr680-ps1,1"	"86"
"862"	"chr9,18857622,Olfr829,1"	"86"
"863"	"chr9,18875802,Olfr830,1"	"86"
"864"	"chr9,18941853,Olfr832,1"	"86"
"865"	"chr9,19319000,Olfr844,1"	"86"
"866"	"chr9,19339104,Olfr845,1"	"86"
"867"	"chr9,19362013,Olfr846,1"	"86"
"868"	"chr9,19376162,Olfr847,1"	"86"
"869"	"chr9,19443594,Olfr849,1"	"86"
"870"	"chr9,19847685,Olfr860,1"	"86"
"871"	"chr9,19883826,Olfr862,1"	"86"
"872"	"chr9,19919762,Olfr77,1"	"86"
"873"	"chr9,37855757,Olfr877,1"	"86"
"874"	"chr9,37900122,Olfr145,1"	"86"
"875"	"chr9,38403346,Olfr147,1"	"86"
"876"	"chr9,38464298,Olfr904,0"	"86"
"877"	"chr9,38473213,Olfr905,0"	"86"
"878"	"chr9,38488114,Olfr906,0"	"86"
"879"	"chr9,38497932,Olfr907,0"	"86"
"880"	"chr9,38516500,Olfr908,0"	"86"
"881"	"chr9,38525428,Olfr911-ps1,0"	"86"
"882"	"chr9,38539328,Olfr910,0"	"86"
"883"	"chr9,38582478,Olfr912,0"	"86"
"884"	"chr9,38594495,Olfr913,0"	"86"
"885"	"chr9,38877651,Olfr926,1"	"86"
"886"	"chr9,38930636,Olfr930,1"	"86"
"887"	"chr9,38977000,Olfr933,1"	"86"
"888"	"chr9,38984800,Olfr934,1"	"86"
"889"	"chr14,50653711,Olfr746,0"	"89"
"890"	"chr14,52393586,Olfr1511,0"	"89"
"891"	"chr14,52411756,Olfr1510,0"	"89"
"892"	"chr2,111663616,Olfr1299,1"	"89"
"893"	"chr2,111848050,Olfr268-ps1,1"	"89"
"894"	"chr2,111872612,Olfr1305,1"	"89"
"895"	"chr2,111913043,Olfr1306,1"	"89"
"896"	"chr2,111946603,Olfr1307,1"	"89"
"897"	"chr2,111962114,Olfr1308,1"	"89"
"898"	"chr2,111982592,Olfr1309,1"	"89"
"899"	"chr2,112010042,Olfr1310,1"	"89"
"900"	"chr2,112022011,Olfr1311,1"	"89"
"901"	"chr2,112045272,Olfr1312,1"	"89"
"902"	"chr2,112073966,Olfr1313,1"	"89"
"903"	"chr2,112092230,Olfr1314,1"	"89"
"904"	"chr2,112112748,Olfr1315-ps1,1"	"89"
"905"	"chr2,112131312,Olfr1316,1"	"89"
"906"	"chr2,112140341,Olfr1317,1"	"89"
"907"	"chr7,107902832,Olfr472,0"	"89"
"908"	"chr7,108066282,Olfr480,0"	"89"
"909"	"chr7,108081068,Olfr481,0"	"89"
"910"	"chr7,108465822,Olfr498,0"	"89"
"911"	"chr7,108522977,Olfr502,0"	"89"
"912"	"chr7,108545012,Olfr503,0"	"89"
"913"	"chr7,108565315,Olfr504,0"	"89"
"914"	"chr7,108613124,Olfr506,0"	"89"
"915"	"chr7,108622289,Olfr507,0"	"89"
"916"	"chr7,108630823,Olfr508,0"	"89"
"917"	"chr7,108868648,Olfr517,0"	"89"
"918"	"chr7,108881104,Olfr518,0"	"89"
"919"	"chr7,108893940,Olfr519,0"	"89"
"920"	"chr11,74192430,Olfr403,0"	"90"
"921"	"chr11,74208516,Olfr43,0"	"90"
"922"	"chr11,74240036,Olfr404-ps1,1"	"90"
"923"	"chr11,74240036,Olfr404-ps1,0"	"90"
"924"	"chr11,74260728,Olfr405-ps1,1"	"90"
"925"	"chr11,74260728,Olfr405-ps1,0"	"90"
"926"	"chr11,74265744,Olfr406-ps,1"	"90"
"927"	"chr11,74265744,Olfr406-ps,0"	"90"
"928"	"chr11,74281224,Olfr407-ps1,1"	"90"
"929"	"chr11,74287672,Olfr59,1"	"90"
"930"	"chr11,74317514,Olfr409-ps1,1"	"90"
"931"	"chr3,97415688,Olfr1402,1"	"90"
"932"	"chr9,37900122,Olfr145,0"	"90"
"933"	"chr9,37920198,Olfr878,0"	"90"
"934"	"chr9,40006481,Olfr980,0"	"90"
"935"	"chr9,40092121,Olfr983,0"	"90"
"936"	"chr9,40105376,Olfr984,0"	"90"
"937"	"chr10,129036296,Olfr764,0"	"93"
"938"	"chr10,129092097,Olfr768,0"	"93"
"939"	"chr10,129113406,Olfr769,0"	"93"
"940"	"chr10,129135842,Olfr770,0"	"93"
"941"	"chr10,129162377,Olfr771,0"	"93"
"942"	"chr10,129175247,Olfr772,0"	"93"
"943"	"chr10,129186952,Olfr773,0"	"93"
"944"	"chr10,129311704,Olfr779,0"	"93"
"945"	"chr10,129320900,Olfr780,0"	"93"
"946"	"chr10,129331349,Olfr781,0"	"93"
"947"	"chr10,129350497,Olfr782,0"	"93"
"948"	"chr10,129464674,Olfr787,0"	"93"
"949"	"chr10,129473808,Olfr788,0"	"93"
"950"	"chr10,129487480,Olfr789,0"	"93"
"951"	"chr10,129500917,Olfr790,0"	"93"
"952"	"chr10,129524990,Olfr791,0"	"93"
"953"	"chr10,129570382,Olfr794,0"	"93"
"954"	"chr10,129608838,Olfr796,0"	"93"
"955"	"chr10,129625274,Olfr798,0"	"93"
"956"	"chr10,129642905,Olfr799,0"	"93"
"957"	"chr10,129875914,Olfr814,0"	"93"
"958"	"chr10,129903320,Olfr815,0"	"93"
"959"	"chr10,129912380,Olfr816,0"	"93"
"960"	"chr10,129946718,Olfr818,0"	"93"
"961"	"chr10,129965138,Olfr819,0"	"93"
"962"	"chr10,129979524,Olfr247,0"	"93"
"963"	"chr10,130016850,Olfr820,0"	"93"
"964"	"chr10,130032710,Olfr821,0"	"93"
"965"	"chr16,19299048,Olfr164,0"	"93"
"966"	"chr16,19414688,Olfr165,0"	"93"
"967"	"chr16,19486998,Olfr166,0"	"93"
"968"	"chr16,19515912,Olfr167,0"	"93"
"969"	"chr16,19532417,Olfr168,0"	"93"
"970"	"chr7,104937348,Olfr669,1"	"93"
"971"	"chr7,106790580,Olfr699,1"	"93"
"972"	"chr7,106805985,Olfr700,1"	"93"
"973"	"chr7,106818802,Olfr701,1"	"93"
"974"	"chr7,106825116,Olfr702,1"	"93"
"975"	"chr7,106844784,Olfr703,1"	"93"
"976"	"chr7,107073976,Olfr714,1"	"93"
"977"	"chr7,107095985,Olfr17,1"	"93"
"978"	"chr7,107128816,Olfr715,1"	"93"
"979"	"chr7,108032006,Olfr478,1"	"93"
"980"	"chr7,108053646,Olfr479,1"	"93"
"981"	"chr7,108066282,Olfr480,1"	"93"
"982"	"chr7,108081068,Olfr481,1"	"93"
"983"	"chr7,108622289,Olfr507,1"	"93"
"984"	"chr7,108630823,Olfr508,1"	"93"
"985"	"chr7,108648511,Olfr509,1"	"93"
"986"	"chr7,108667890,Olfr510,1"	"93"
"987"	"chr7,108713848,Olfr512,1"	"93"
"988"	"chr7,140490660,Olfr535,1"	"93"
"989"	"chr7,140504122,Olfr536,1"	"93"
"990"	"chr7,140574621,Olfr538,1"	"93"
"991"	"chr7,140633894,Olfr61,1"	"93"
"992"	"chr7,140649778,Olfr53,1"	"93"
"993"	"chr7,140667768,Olfr539,1"	"93"
"994"	"chr7,140687536,Olfr45,1"	"93"
"995"	"chr7,140701440,Olfr541,1"	"93"
"996"	"chr1,172954369,Olfr16,0"	"94"
"997"	"chr1,173132712,Olfr1408,0"	"94"
"998"	"chr10,78849394,Olfr1356,0"	"14"
"999"	"chr10,78877828,Olfr1355,0"	"14"
"1000"	"chr10,78954502,Olfr8,0"	"14"
"1001"	"chr10,78967324,Olfr1353,0"	"14"
"1002"	"chr10,78984476,Olfr1352,0"	"14"
"1003"	"chr10,79015625,Olfr1351,0"	"14"
"1004"	"chr10,79032508,Olfr57,0"	"14"
"1005"	"chr16,19299048,Olfr164,1"	"14"
"1006"	"chr16,19568349,Olfr169,1"	"14"
"1007"	"chr16,19608789,Olfr170,1"	"14"
"1008"	"chr16,19627046,Olfr171,1"	"14"
"1009"	"chr7,102602890,Olfr552,0"	"14"
"1010"	"chr7,102614740,Olfr553,0"	"14"
"1011"	"chr7,102803955,Olfr564,0"	"14"
"1012"	"chr7,107902832,Olfr472,0"	"14"
"1013"	"chr7,107933074,Olfr473,0"	"14"
"1014"	"chr7,108868648,Olfr517,0"	"14"
"1015"	"chr9,39489006,Olfr44,0"	"14"
"1016"	"chr9,39513022,Olfr957,0"	"14"
"1017"	"chr9,39550632,Olfr958,0"	"14"
"1018"	"chr1,173132712,Olfr1408,1"	"18"
"1019"	"chr1,174099934,Olfr427,1"	"18"
"1020"	"chr1,174117208,Olfr231,1"	"18"
"1021"	"chr1,174134888,Olfr424,1"	"18"
"1022"	"chr10,129065415,Olfr766,1"	"18"
"1023"	"chr10,129078868,Olfr767,1"	"18"
"1024"	"chr10,129092097,Olfr768,1"	"18"
"1025"	"chr10,129113406,Olfr769,1"	"18"
"1026"	"chr10,129135842,Olfr770,1"	"18"
"1027"	"chr10,129162377,Olfr771,1"	"18"
"1028"	"chr10,129175247,Olfr772,1"	"18"
"1029"	"chr10,129186952,Olfr773,1"	"18"
"1030"	"chr10,129237804,Olfr774,1"	"18"
"1031"	"chr10,129251168,Olfr775,1"	"18"
"1032"	"chr10,129263912,Olfr776,1"	"18"
"1033"	"chr10,129266206,Olfr777,1"	"18"
"1034"	"chr11,74107824,Olfr400-ps1,0"	"18"
"1035"	"chr11,74240036,Olfr404-ps1,0"	"18"
"1036"	"chr11,74260728,Olfr405-ps1,0"	"18"
"1037"	"chr11,74265744,Olfr406-ps,0"	"18"
"1038"	"chr7,6440282,Olfr1344,1"	"18"
"1039"	"chr7,6461424,Olfr1336,1"	"18"
"1040"	"chr7,6472606,Olfr1346,1"	"18"
"1041"	"chr7,6482958,Olfr5,1"	"18"
"1042"	"chr9,19319000,Olfr844,0"	"18"
"1043"	"chr9,19339104,Olfr845,0"	"18"
